iteration,time_in_seconds,selected_config_idx,reward,cpu_percent,mem_usage,throughput,response_time
1.0,6.264589786529541,0.0,1.4075251936444635,819.4272176308539,100.01953125,3.8610095977783203,1.6130434782608696
2.0,17.56253170967102,1.0,0.25284627393530446,826.9154451345755,98.76171875,0.005306243896484375,1.6
3.0,29.325188636779785,2.0,1.1699026091251858,843.4285085910653,100.42578125,3.8674449920654297,47.41457858769932
4.0,41.275209188461304,3.0,0.013465114333109464,830.6650239561943,101.41015625,0.012705802917480469,47.46924829157175
5.0,52.97550678253174,4.0,1.4974395723415632,824.6831065292096,100.078125,3.8735246658325195,1.1971014492753622
6.0,64.74028539657593,5.0,0.015370771735244386,840.5011362080767,100.7265625,0.019346237182617188,47.98372093023256
7.0,76.61250758171082,6.0,1.1735658971516907,839.7824,101.31640625,3.880105972290039,48.14090909090909
8.0,88.44787168502808,7.0,0.33332550494667734,798.3050513347022,100.6328125,0.025420188903808594,1.2328358208955223
9.0,100.14552855491638,8.0,1.3535530461915983,792.2335342465753,99.57421875,3.8864212036132812,2.1462686567164178
10.0,111.81549572944641,9.0,0.019295985454912085,841.9335797399041,101.3671875,0.031996726989746094,47.2093023255814
11.0,124.03492426872253,10.0,1.177584092208601,814.7668664850137,101.87890625,3.893031120300293,47.35
12.0,136.49914526939392,11.0,0.021269544294164885,831.2524948735476,101.8359375,0.03886604309082031,47.691954022988504
13.0,148.93861436843872,12.0,1.179575238254573,824.78482946794,100.90234375,3.900029182434082,48.002272727272725
14.0,161.18813681602478,13.0,0.02357002738548384,838.3816267942583,102.08203125,0.046417236328125,47.46818181818182
15.0,173.08579397201538,14.0,1.3480674388079934,802.1447277739491,101.18359375,3.906367301940918,2.286764705882353
16.0,184.47652888298035,15.0,0.36512280220109966,800.5457458563535,102.03515625,0.052071571350097656,1.1485294117647058
17.0,195.90107011795044,16.0,1.520231782776989,799.8384699453552,102.2421875,3.9119062423706055,1.1579710144927535
18.0,207.40393686294556,17.0,0.298134280150603,818.2957525773196,101.92578125,0.057869911193847656,1.4308823529411765
19.0,218.98337292671204,18.0,1.457065888594399,815.8634416033171,101.67578125,3.9178314208984375,1.4260869565217391
20.0,230.43245649337769,19.0,0.35613248523617413,818.9404810996564,101.3359375,0.06353950500488281,1.191044776119403
21.0,242.1580138206482,20.0,1.3676858399891418,796.305017088175,101.71484375,3.924014091491699,2.1136363636363638
22.0,253.84313988685608,21.0,0.03068435389136754,830.4104489795918,102.0546875,0.07011032104492188,47.44651162790698
23.0,266.1372079849243,22.0,1.188798144267853,840.5375342465753,102.421875,3.930612564086914,47.61860465116279
24.0,278.6920464038849,23.0,0.032943477834139756,844.1224175824177,101.828125,0.0777883529663086,47.68721461187214
25.0,291.4823977947235,24.0,1.1908138570168294,821.7407867494824,101.953125,3.9376049041748047,48.14545454545455
26.0,303.8635673522949,25.0,0.034988827492033026,833.0215130674002,101.73828125,0.08452510833740234,47.57209302325582
27.0,315.83276414871216,26.0,1.36431477980519,842.8163988919667,102.9921875,3.9437332153320312,2.2223880597014927
