time_in_seconds,selected_config_idx,reward,cpu_percent,mem_usage,throughput,response_time
7.125083684921265,0.0,1.089078549891744,816.2378741258742,39.23828125,2.8114261627197266,1.6470588235294117
19.15338134765625,1.0,0.23821890334131024,844.7095944055943,39.4375,0.005298614501953125,1.7104477611940299
31.182438373565674,2.0,0.8563722332694315,847.7962023562023,40.875,2.818265914916992,48.720657276995304
43.21258759498596,3.0,0.014636068419155136,837.544568668047,40.30859375,0.012290000915527344,48.6061320754717
55.245875120162964,4.0,1.1641224697311499,802.1426183844012,40.2578125,2.824337959289551,1.2735294117647058
67.27765130996704,5.0,0.016638416822080473,810.3183186440677,40.3828125,0.018926620483398438,48.55952380952381
79.30777978897095,6.0,0.860137940268684,870.471221532091,40.96484375,2.8309154510498047,48.825581395348834
91.3380343914032,7.0,0.3189778803224516,815.947520891365,40.35546875,0.02499675750732422,1.2955223880597015
103.36642503738403,8.0,1.029154115700859,807.1752486187845,40.6640625,2.837230682373047,2.282089552238806
115.40100622177124,9.0,0.02048365950982412,852.4126080892609,42.1171875,0.03156566619873047,47.59069767441861
128.43168830871582,10.0,0.8641349849639518,812.8996413793104,41.3515625,2.843836784362793,48.07906976744186
141.46797919273376,11.0,0.02243363127220559,846.6646492434663,41.3046875,0.03843116760253906,48.50232558139535
154.500426530838,12.0,0.8663850369314392,856.9440111034004,41.32421875,2.85164737701416,48.55813953488372
167.53223371505737,13.0,0.024434137329512516,843.6086575342466,41.48828125,0.04516792297363281,48.56511627906977
179.56555366516113,14.0,1.0258765617075596,796.0478783690394,42.5625,2.857771873474121,2.41044776119403
191.59506011009216,15.0,0.3365934307423925,804.0930567081605,41.13671875,0.050818443298339844,1.2552238805970148
203.62579250335693,16.0,1.1853347557232663,788.7828650904033,41.36328125,2.863306999206543,1.2358208955223882
215.65456652641296,17.0,0.27932433729940753,803.3338181818183,41.64453125,0.056613922119140625,1.5402985074626865
227.68652057647705,18.0,1.1295811400668356,813.0052704576977,41.1640625,2.869229316711426,1.5029850746268656
239.71709489822388,19.0,0.338519165099321,814.6766875434935,41.15234375,0.062279701232910156,1.2611940298507462
251.74674892425537,20.0,1.042847992151926,812.2214355400697,40.9921875,2.8754119873046875,2.253030303030303
263.7748165130615,21.0,0.03152559063764666,823.4354613807245,41.85546875,0.0688467025756836,48.54651162790697
276.8065228462219,22.0,0.8757643118577351,832.8755646817248,41.36328125,2.882828712463379,48.43809523809524
289.8402307033539,23.0,0.03351071457614884,842.7796703296704,42.3515625,0.0756988525390625,48.76525821596244
302.87425804138184,24.0,0.8776486786151908,837.0576066024759,42.703125,2.889815330505371,49.24047619047619
315.90982151031494,25.0,0.03562047493841689,859.5899104066161,42.28125,0.08243179321289062,48.23255813953488
328.94220519065857,26.0,1.03232057098623,816.9850894085282,43.13671875,2.895939826965332,2.484848484848485
340.9724209308624,27.0,0.35673477517075275,818.292185981957,41.0,0.08807659149169922,1.2208955223880598
353.0042498111725,28.0,1.198253914873915,772.0087656033287,41.1171875,2.90146541595459,1.2303030303030302
365.0342364311218,29.0,0.27231632222632135,811.1067491408935,42.14453125,0.09386634826660156,1.656060606060606
377.0638744831085,30.0,1.1420519625619834,823.1094505494506,41.8828125,2.9073829650878906,1.496969696969697
389.09473609924316,31.0,0.3499242371063483,780.9048049281314,42.16015625,0.09952831268310547,1.2600896860986548
401.1280081272125,32.0,1.0615642970899,793.1947477539737,42.8984375,2.914121627807617,2.165151515151515
413.1562795639038,33.0,0.21414184745323575,795.8742541436463,42.890625,0.10564422607421875,2.2238805970149254
425.1833336353302,34.0,1.0357331503565932,788.5135501730103,43.35546875,2.920412063598633,2.546969696969697
437.2154338359833,35.0,0.19124893805987106,813.8708888888889,42.3984375,0.11201953887939453,2.58
449.24606370925903,36.0,1.0612960506348683,803.0830811936155,42.32421875,2.9266204833984375,2.213636363636364
461.27448439598083,37.0,0.20907142692505012,794.2703181189488,42.18359375,0.1181344985961914,2.3390625
