iteration,time_in_seconds,selected_config_idx,reward,cpu_percent,mem_usage,throughput,response_time
1.0,6.208552837371826,0.0,2.3654399145213696,824.5250206896552,139.109375,7.005588531494141,1.5220588235294117
2.0,17.45815372467041,1.0,0.2530344691382116,824.4094182825485,138.80859375,0.006114959716796875,1.5984848484848484
3.0,29.2049720287323,2.0,2.1129931759933585,845.346547700755,140.1171875,7.012016296386719,47.404545454545456
4.0,41.175477743148804,3.0,0.013195351795075517,851.2331680440772,140.15234375,0.012696266174316406,47.404545454545456
5.0,52.88321328163147,4.0,2.441750324764541,801.8950792556858,139.89453125,7.018092155456543,1.1927536231884057
6.0,64.615638256073,5.0,0.015051913038592758,833.6838718473075,140.25390625,0.0193328857421875,48.19767441860465
7.0,76.56480097770691,6.0,2.1167198094859567,837.6851806407634,139.9765625,7.024665832519531,47.80742459396752
8.0,88.36886620521545,7.0,0.3318628600710586,829.3116266300618,138.94140625,0.02540302276611328,1.2373134328358208
9.0,100.00090432167053,8.0,2.298829181934583,803.7632967032968,139.9375,7.030981063842773,2.121212121212121
10.0,111.64941120147705,9.0,0.01896780271653615,840.1717340644277,140.8046875,0.031975746154785156,47.467441860465115
11.0,123.7951238155365,10.0,2.12060359288641,824.0347778537252,140.10546875,7.0375871658325195,47.78409090909091
12.0,136.1884846687317,11.0,0.021220349103876806,837.8852459016393,141.04296875,0.03965568542480469,47.75581395348837
13.0,148.66024899482727,12.0,2.1226896222024227,835.5229649965682,140.81640625,7.044585227966309,47.82093023255814
14.0,160.85223698616028,13.0,0.023329193196327227,852.9923298969072,140.1875,0.046398162841796875,47.27045454545455
15.0,172.76262998580933,14.0,2.293182824835835,821.5809813407049,141.02734375,7.050719261169434,2.2597014925373133
16.0,184.18837714195251,15.0,0.36861650685364267,799.1987845303868,140.79296875,0.05205059051513672,1.136231884057971
17.0,195.5914306640625,16.0,2.461969663799063,818.4676118375775,140.9765625,7.0562543869018555,1.1623188405797102
18.0,207.17937755584717,17.0,0.29923922923596,795.2900480439258,140.60546875,0.057847023010253906,1.4238805970149253
19.0,218.6766095161438,18.0,2.4124033960690823,796.9890607734807,140.83203125,7.06218147277832,1.3661764705882353
20.0,230.13349270820618,19.0,0.36258686814453184,796.0945704467355,140.68359375,0.06351852416992188,1.1676470588235295
21.0,241.84998655319214,20.0,2.3109948078644487,796.0021917808219,140.140625,7.0683698654174805,2.110606060606061
22.0,253.6343879699707,21.0,0.03062820641843189,828.9735890410959,141.31640625,0.07090377807617188,47.57272727272727
23.0,265.86520075798035,22.0,2.1318531790321327,828.8280434782608,141.8046875,7.074974060058594,47.53720930232558
24.0,278.4137487411499,23.0,0.0326361773937029,851.5311780821918,140.9140625,0.07776737213134766,47.83863636363636
25.0,290.9432764053345,24.0,2.1338644887408673,854.8890607734807,141.3046875,7.081966400146484,48.00232558139535
26.0,303.3158962726593,25.0,0.03474084935045522,828.095540355677,142.125,0.0845041275024414,47.36818181818182
27.0,315.3964612483978,26.0,2.306490966909248,796.9336806031529,141.19140625,7.088090896606445,2.2333333333333334
28.0,326.92969942092896,27.0,0.3688550178958736,810.363956043956,140.79296875,0.09015274047851562,1.173529411764706
29.0,338.4264945983887,28.0,2.4721839285747857,829.9071645919779,141.6640625,7.093624114990234,1.1656716417910449
30.0,350.01073145866394,29.0,0.30461048631016446,821.1603583735356,140.54296875,0.09594535827636719,1.455223880597015
31.0,361.6677966117859,30.0,2.4119755976247648,789.3312834591627,141.16015625,7.099545478820801,1.4227272727272726
32.0,373.1945610046387,31.0,0.3739562175638643,804.1332419465388,141.1953125,0.10241985321044922,1.1686567164179105
33.0,384.8913543224335,32.0,2.3249916934513677,786.097520661157,141.67578125,7.105469703674316,2.0791044776119403
34.0,396.6611170768738,33.0,0.22674453584778723,787.928852233677,141.86328125,0.10854339599609375,2.0701492537313433
35.0,408.4365646839142,34.0,2.3077268627739485,783.5921590130226,142.0625,7.111763954162598,2.308955223880597
36.0,420.2057430744171,35.0,0.20634203168619808,833.8629285218598,141.31640625,0.11492061614990234,2.3402985074626868
37.0,431.9388065338135,36.0,2.329565850722891,812.1257300275482,141.94140625,7.117974281311035,2.0701492537313433
38.0,443.645143032074,37.0,0.22999874520265864,821.3883161512027,141.11328125,0.12103748321533203,2.0753846153846154
39.0,455.4263710975647,38.0,2.3308715052811446,829.98954607978,142.4140625,7.124092102050781,2.0757575757575757
40.0,467.2801790237427,39.0,0.20677386028224518,802.2610555174778,141.12890625,0.12732315063476562,2.3863636363636362
